_id,Anio_lectivo,Zona,Provincia,Cod_Provincia,Canton,Cod_Canton,Parroquia,Cod_Parroquia,Nombre_Institucion,AMIE,Tipo_Educacion,Sostenimiento,Area,Regimen_Escolar,Jurisdiccion,Docentes_Femenino,Docentes_Masculino,Total_Docentes,Estudiantes_Femenino,Estudiantes_Masculino,Total_Estudiantes,Ecuatoriana,Colombiana,Venezolana,Peruana,Otros_Paises_de_America,"Otros_Continentes,,,"
678edda0365f4e814ef6548a,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,ELENA MOSCOSO TAMARIZ,01H00004,Ordinario,Particular,Urbana,Sierra,Intercultural,31,13,44,384,0,384,382,1,0,0,0,"1,,,"
678edda0365f4e814ef65494,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,FRANCISCO TAMARIZ VALDIVIESO,01H00030,Ordinario,Fiscal,Urbana,Sierra,Intercultural,10,17,27,186,279,465,465,0,0,0,0,"0,,,"
678edda0365f4e814ef65496,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,MIGUEL CORDERO CRESPO,01H00032,Ordinario,Particular,Urbana,Sierra,Intercultural,22,37,59,0,701,701,697,0,0,0,4,"0,,,"
678edda0365f4e814ef65497,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,TOTORACOCHA,10113,UNIDAD EDUCATIVA FISCAL MIXTA CENTRAL LA INMACULADA,01H00035,Ordinario,Fiscal,Urbana,Sierra,Intercultural,51,12,63,688,234,922,920,0,0,1,1,"0,,,"
678edda0365f4e814ef6549d,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,REPUBLICA FEDERAL DE ALEMANIA,01H00044,Ordinario,Fiscal,Urbana,Sierra,Intercultural,7,11,18,212,254,466,463,1,0,1,1,"0,,,"
678edda0365f4e814ef654a0,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,MANUEL MARIA MUÑOZ CUEVA,01H00047,Ordinario,Fiscal,Urbana,Sierra,Intercultural,6,13,19,178,228,406,400,3,0,2,1,"0,,,"
678edda0365f4e814ef654a1,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,PADRE CARLOS CRESPI,01H00048,Ordinario,Fiscomisional,Urbana,Sierra,Intercultural,22,14,36,0,890,890,885,0,0,0,4,"1,,,"
678edda0365f4e814ef654b4,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,AURELIO AGUILAR VÁZQUEZ,01H00074,Ordinario,Fiscal,Urbana,Sierra,Intercultural,19,11,30,168,630,798,792,0,0,0,5,"1,,,"
678edda0365f4e814ef654b6,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,CESAR DAVILA ANDRADE,01H00076,Ordinario,Fiscal,Urbana,Sierra,Intercultural,28,33,61,232,824,1056,1048,4,0,0,4,"0,,,"
678edda0365f4e814ef654cb,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,FRANCISCO FEBRES CORDERO,01H00106,Ordinario,Fiscal,Urbana,Sierra,Intercultural,24,51,75,547,1180,1727,1719,4,0,3,1,"0,,,"
678edda0365f4e814ef654ce,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,CARLOS CUEVA TAMARIZ,01H00112,Ordinario,Fiscal,Urbana,Sierra,Intercultural,38,31,69,517,647,1164,1161,0,0,0,1,"2,,,"
678edda0365f4e814ef654d1,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,CORAZON DE MARIA,01H00117,Ordinario,Particular,Urbana,Sierra,Intercultural,39,28,67,1070,11,1081,1064,1,0,1,14,"1,,,"
678edda0365f4e814ef654d4,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,JULIO MATOVELLE,01H00120,Ordinario,Particular,Urbana,Sierra,Intercultural,14,17,31,12,484,496,488,0,0,1,6,"1,,,"
678edda0365f4e814ef654d5,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,MIGUEL ANGEL ESTRELLA AREVALO,01H00121,Ordinario,Fiscal,Urbana,Sierra,Intercultural,14,11,25,0,719,719,710,3,0,0,3,"3,,,"
678edda0365f4e814ef654e2,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL VECINO,10105,REPUBLICA DE ISRAEL,01H00145,Ordinario,Fiscal,Urbana,Sierra,Intercultural,29,26,55,857,264,1121,1115,3,0,2,1,"0,,,"
678edda0365f4e814ef654e3,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL VECINO,10105,CARLOS CRESPI,01H00146,Ordinario,Particular,Urbana,Sierra,Intercultural,4,17,21,20,96,116,116,0,0,0,0,"0,,,"
678edda0365f4e814ef654e8,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL VECINO,10105,MANUEL J CALLE,01H00152,Ordinario,Fiscal,Urbana,Sierra,Intercultural,60,38,98,655,1201,1856,1855,1,0,0,0,"0,,,"
678edda0365f4e814ef654eb,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL VECINO,10105,CARLOS ARIZAGA VEGA,01H00155,Ordinario,Fiscal,Urbana,Sierra,Intercultural,11,14,25,174,216,390,387,3,0,0,0,"0,,,"
678edda0365f4e814ef654ee,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,GIL RAMIREZ DAVALOS,10106,SAN LUIS BELTRAN,01H00164,Ordinario,Particular,Urbana,Sierra,Intercultural,22,17,39,125,363,488,482,0,0,2,3,"1,,,"
678edda0365f4e814ef654ef,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,GIL RAMIREZ DAVALOS,10106,COLEGIO NACIONAL TECNICO NOCTURNO SAN FRANCISCO,01H00165,Ordinario,Fiscal,Urbana,Sierra,Intercultural,10,21,31,155,279,434,433,0,0,1,0,"0,,,"
678edda0365f4e814ef654f2,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,GIL RAMIREZ DAVALOS,10106,SANTA MARIANA DE JESUS,01H00172,Ordinario,Particular,Urbana,Sierra,Intercultural,53,11,64,1246,28,1274,1264,1,0,1,8,"0,,,"
678edda0365f4e814ef654f8,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,GIL RAMIREZ DAVALOS,10106,OCTAVIO CORDERO PALACIOS,01H00187,Ordinario,Fiscal,Urbana,Sierra,Intercultural,38,59,97,523,924,1447,1432,4,0,4,4,"3,,,"
678edda0365f4e814ef654f9,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,ARZOBISPO SERRANO,01H00188,Ordinario,Particular,Urbana,Sierra,Intercultural,10,13,23,0,540,540,534,0,0,0,4,"2,,,"
678edda0365f4e814ef654fe,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,HUAYNACAPAC,10107,DANIEL CORDOVA  TORAL,01H00196,Ordinario,Fiscal,Urbana,Sierra,Intercultural,31,51,82,0,954,954,954,0,0,0,0,"0,,,"
678edda0365f4e814ef654ff,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,HUAYNACAPAC,10107,SAN JOSÉ  DE LA SALLE,01H00199,Ordinario,Particular,Urbana,Sierra,Intercultural,20,24,44,234,773,1007,990,1,0,0,16,"0,,,"
678edda0365f4e814ef65500,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,HUAYNACAPAC,10107,HERMANO MIGUEL DE LA SALLE,01H00201,Ordinario,Particular,Urbana,Sierra,Intercultural,12,46,58,216,1058,1274,1267,1,0,0,5,"1,,,"
678edda0365f4e814ef65505,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,HUAYNACAPAC,10107,FE Y ALEGRIA,01H00209,Ordinario,Fiscomisional,Urbana,Sierra,Intercultural,14,11,25,70,151,221,220,0,0,0,1,"0,,,"
678edda0365f4e814ef65507,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,HUAYNACAPAC,10107,LA ASUNCION,01H00213,Ordinario,Particular,Urbana,Sierra,Intercultural,104,30,134,1692,988,2680,2617,1,0,2,53,"7,,,"
678edda0365f4e814ef65516,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,MACHANGARA,10108,JUAN BAUTISTA STIEHLE,01H00238,Ordinario,Fiscomisional,Urbana,Sierra,Intercultural,13,11,24,107,199,306,304,0,0,0,2,"0,,,"
678edda0365f4e814ef65519,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,MACHANGARA,10108,UNIDAD EDUCATIVA POLITECNICA KENNEDY,01H00241,Ordinario,Particular,Urbana,Sierra,Intercultural,16,19,35,198,353,551,531,0,0,0,18,"2,,,"
678edda0365f4e814ef6551c,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,MONAY,10109,MANUELA  GARAICOA DE CALDERON,01H00249,Ordinario,Fiscal,Urbana,Sierra,Intercultural,122,35,157,2712,0,2712,2696,6,0,0,10,"0,,,"
678edda0365f4e814ef65526,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,SAN BLAS,10110,SUDAMERICANO,01H00271,Ordinario,Particular,Urbana,Sierra,Intercultural,25,26,51,327,576,903,888,3,0,2,10,"0,,,"
678edda0365f4e814ef65527,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,SAN BLAS,10110,LUIS CORDERO CRESPO,01H00272,Ordinario,Fiscal,Urbana,Sierra,Intercultural,10,20,30,0,1060,1060,1052,1,0,0,6,"1,,,"
678edda0365f4e814ef6552d,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,UNIDAD EDUCATIVA  A DISTANCIA DEL AZUAY,01H00283,Ordinario,Fiscomisional,Urbana,Sierra,Intercultural,101,81,182,1967,1583,3550,3550,0,0,0,0,"0,,,"
678edda0365f4e814ef65534,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,SAN SEBASTIAN,10111,SAGRADOS CORAZONES,01H00296,Ordinario,Particular,Urbana,Sierra,Intercultural,48,19,67,1087,40,1127,1069,1,0,0,54,"3,,,"
678edda0365f4e814ef65535,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,SAN SEBASTIAN,10111,UNIDAD EDUCATIVA SANTANA UNESA,01H00300,Ordinario,Particular,Urbana,Sierra,Intercultural,33,16,49,172,235,407,360,6,0,0,35,"6,,,"
678edda0365f4e814ef6553b,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,SAN SEBASTIAN,10111,VICTOR GERARDO AGUILAR,01H00314,Ordinario,Fiscal,Urbana,Sierra,Intercultural,15,12,27,82,351,433,433,0,0,0,0,"0,,,"
678edda0365f4e814ef65541,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,SAN SEBASTIAN,10111,HERNAN CORDERO CRESPO,01H00327,Ordinario,Fiscal,Urbana,Sierra,Intercultural,16,13,29,0,987,987,984,0,0,0,3,"0,,,"
